ts,time,pkg,core16,core20,gpu_temp,gpu_power,gpu_util,train_tag
1788351904,20:25:04,63.0,56.0,63.0,59,95.20,29,ep? s1950
1788351909,20:25:09,64.0,60.0,61.0,59,93.91,30,ep? s2000
1788351914,20:25:14,66.0,56.0,58.0,59,95.43,30,ep? s2000
1788351919,20:25:19,64.0,59.0,61.0,59,95.23,30,ep? s2000
1788351925,20:25:25,64.0,59.0,59.0,59,95.58,30,ep? s2000
1788351930,20:25:30,64.0,59.0,61.0,59,93.65,30,ep? s2000
1788351935,20:25:35,64.0,59.0,59.0,59,95.15,30,ep? s2000
1788351940,20:25:40,65.0,59.0,59.0,59,95.36,31,ep? s2000
1788351945,20:25:45,64.0,59.0,61.0,59,95.01,30,ep? s2000
1788351950,20:25:50,64.0,60.0,58.0,59,93.89,31,ep? s2000
1788351955,20:25:55,65.0,59.0,62.0,59,95.24,30,ep? s2000
1788351960,20:26:00,67.0,60.0,62.0,59,94.10,30,ep? s2050
1788351965,20:26:05,64.0,59.0,61.0,59,94.75,28,ep? s2050
1788351970,20:26:10,64.0,56.0,61.0,59,94.65,24,ep? s2050
1788351975,20:26:15,62.0,56.0,62.0,59,96.34,29,ep? s2050
1788351980,20:26:20,73.0,58.0,65.0,59,96.46,27,ep? s2050
1788351985,20:26:25,63.0,60.0,62.0,60,95.16,31,ep? s2050
1788351990,20:26:30,67.0,61.0,62.0,60,94.46,33,ep? s2050
1788351995,20:26:35,69.0,59.0,59.0,59,94.20,25,ep? s2050
1788352000,20:26:40,66.0,58.0,61.0,59,94.19,33,ep? s2050
1788352005,20:26:45,69.0,59.0,62.0,59,94.54,35,ep? s2050
1788352010,20:26:50,68.0,59.0,61.0,59,94.40,33,ep? s2100
1788352016,20:26:56,69.0,58.0,61.0,59,97.56,34,ep? s2100
1788352021,20:27:01,70.0,66.0,61.0,59,94.89,34,ep? s2100
1788352026,20:27:06,64.0,58.0,61.0,60,95.22,30,ep? s2100
1788352031,20:27:11,64.0,56.0,63.0,60,97.42,36,ep? s2100
1788352036,20:27:16,64.0,58.0,59.0,60,94.78,29,ep? s2100
1788352041,20:27:21,65.0,59.0,61.0,59,94.92,30,ep? s2100
1788352046,20:27:26,64.0,59.0,61.0,59,94.89,29,ep? s2100
1788352051,20:27:31,71.0,57.0,62.0,59,95.15,30,ep? s2100
1788352056,20:27:36,64.0,60.0,62.0,59,94.87,30,ep? s2100
1788352061,20:27:41,65.0,59.0,61.0,59,95.10,31,ep? s2150
1788352066,20:27:46,66.0,60.0,63.0,59,95.24,30,ep? s2150
1788352071,20:27:51,66.0,59.0,61.0,59,95.32,31,ep? s2150
1788352076,20:27:56,64.0,58.0,61.0,59,95.40,30,ep? s2150
1788352081,20:28:01,65.0,58.0,65.0,59,95.11,34,ep? s2150
1788352086,20:28:06,62.0,55.0,61.0,59,94.78,30,ep? s2150
1788352091,20:28:11,65.0,57.0,62.0,59,95.36,34,ep? s2150
1788352096,20:28:16,65.0,58.0,62.0,59,95.57,31,ep? s2150
1788352101,20:28:21,64.0,56.0,59.0,59,95.08,26,ep? s2150
1788352106,20:28:26,64.0,59.0,61.0,59,95.30,31,ep? s2150
1788352112,20:28:32,65.0,65.0,61.0,59,95.28,28,ep? s2200
1788352117,20:28:37,65.0,60.0,61.0,59,96.68,25,ep? s2200
1788352122,20:28:42,64.0,59.0,62.0,59,93.77,26,ep? s2200
1788352127,20:28:47,65.0,58.0,65.0,59,95.49,25,ep? s2200
1788352132,20:28:52,62.0,56.0,61.0,59,96.36,25,ep? s2200
1788352137,20:28:57,65.0,56.0,59.0,60,96.50,27,ep? s2200
1788352142,20:29:02,67.0,58.0,59.0,60,93.79,18,ep? s2200
1788352147,20:29:07,66.0,59.0,61.0,59,94.39,33,ep? s2200
1788352152,20:29:12,74.0,58.0,74.0,59,93.83,19,ep? s2200
1788352157,20:29:17,71.0,58.0,59.0,59,94.39,33,ep? s2200
1788352162,20:29:22,69.0,56.0,61.0,59,94.23,34,ep? s2250
1788352167,20:29:27,68.0,63.0,59.0,59,97.62,29,ep? s2250
1788352172,20:29:32,68.0,59.0,58.0,59,94.53,34,ep? s2250
1788352177,20:29:37,67.0,66.0,59.0,60,94.78,29,ep? s2250
1788352183,20:29:43,65.0,60.0,61.0,59,94.79,30,ep? s2250
1788352188,20:29:48,65.0,60.0,58.0,59,94.59,30,ep? s2250
1788352193,20:29:53,65.0,56.0,65.0,59,95.04,30,ep? s2250
1788352198,20:29:58,65.0,59.0,59.0,59,95.29,29,ep? s2250
1788352203,20:30:03,65.0,58.0,58.0,59,94.80,27,ep? s2250
1788352208,20:30:08,65.0,58.0,59.0,60,94.71,31,ep? s2250
1788352213,20:30:13,65.0,58.0,61.0,59,96.61,27,ep? s2300
1788352218,20:30:18,68.0,60.0,61.0,60,94.39,17,ep? s2300
1788352223,20:30:23,67.0,61.0,59.0,60,96.45,34,ep? s2300
1788352228,20:30:28,70.0,56.0,57.0,60,94.29,25,ep? s2300
1788352234,20:30:34,68.0,58.0,59.0,60,94.32,33,ep? s2300
1788352239,20:30:39,65.0,59.0,61.0,59,94.37,35,ep? s2300
1788352244,20:30:44,71.0,58.0,58.0,59,94.33,33,ep? s2300
1788352249,20:30:49,67.0,63.0,58.0,59,97.40,34,ep? s2300
1788352254,20:30:54,70.0,58.0,59.0,59,97.67,29,ep? s2300
1788352259,20:30:59,67.0,56.0,65.0,60,94.82,30,ep? s2300
1788352264,20:31:04,65.0,58.0,58.0,59,95.02,29,ep? s2350
1788352269,20:31:09,64.0,56.0,62.0,59,94.68,30,ep? s2350
1788352274,20:31:14,64.0,58.0,57.0,59,94.64,30,ep? s2350
1788352279,20:31:19,64.0,57.0,61.0,59,95.05,30,ep? s2350
1788352284,20:31:24,64.0,58.0,58.0,59,95.01,30,ep? s2350
1788352289,20:31:29,64.0,63.0,61.0,59,94.81,32,ep? s2350
1788352294,20:31:34,67.0,59.0,67.0,59,93.80,25,ep5
1788352299,20:31:39,64.0,59.0,61.0,59,94.89,30,ep5
1788352304,20:31:44,64.0,57.0,61.0,59,94.77,31,ep5
1788352309,20:31:49,65.0,60.0,62.0,59,94.65,28,ep5
1788352314,20:31:54,65.0,60.0,62.0,59,96.80,25,ep5
1788352319,20:31:59,73.0,60.0,61.0,60,96.25,27,ep5
1788352324,20:32:04,65.0,58.0,61.0,60,94.09,25,ep5
1788352329,20:32:09,74.0,59.0,59.0,59,94.25,34,ep5
1788352335,20:32:15,72.0,58.0,62.0,59,94.10,25,ep5
1788352340,20:32:20,70.0,60.0,62.0,59,94.14,34,ep5
1788352345,20:32:25,69.0,60.0,62.0,59,94.64,35,ep5
1788352350,20:32:30,63.0,60.0,61.0,60,95.07,29,ep5
1788352355,20:32:35,67.0,60.0,62.0,60,97.43,35,ep5
1788352360,20:32:40,65.0,60.0,62.0,59,94.85,29,ep5
1788352365,20:32:45,65.0,60.0,59.0,59,94.88,30,ep5
1788352370,20:32:50,65.0,59.0,63.0,59,94.91,30,ep5
1788352375,20:32:55,64.0,60.0,62.0,59,94.98,30,ep5
1788352380,20:33:00,65.0,60.0,62.0,59,95.03,30,ep5
1788352385,20:33:05,64.0,59.0,62.0,59,95.18,30,ep5
1788352390,20:33:10,68.0,61.0,62.0,59,95.10,30,ep5
1788352395,20:33:15,65.0,60.0,59.0,59,95.19,30,ep5
1788352400,20:33:20,65.0,65.0,62.0,59,94.96,30,ep5
1788352405,20:33:25,64.0,59.0,59.0,59,95.26,31,ep5
1788352410,20:33:30,64.0,60.0,61.0,59,91.87,27,ep5
1788352415,20:33:35,67.0,60.0,67.0,59,95.17,31,ep5
1788352420,20:33:40,65.0,61.0,61.0,59,95.01,28,ep5
1788352426,20:33:46,64.0,58.0,62.0,59,94.79,31,ep5
1788352431,20:33:51,64.0,58.0,61.0,59,96.75,28,ep5
1788352436,20:33:56,73.0,62.0,62.0,59,96.51,24,ep5
1788352441,20:34:01,64.0,59.0,61.0,60,94.69,33,ep5
1788352446,20:34:06,75.0,60.0,62.0,59,94.15,25,ep5
1788352451,20:34:11,69.0,59.0,63.0,59,94.32,33,ep5
1788352456,20:34:16,73.0,62.0,61.0,59,94.72,34,ep5
1788352461,20:34:21,69.0,59.0,61.0,59,97.65,30,ep5
1788352466,20:34:26,72.0,60.0,62.0,59,97.43,35,ep5
1788352471,20:34:31,68.0,60.0,61.0,60,97.73,30,ep5
1788352476,20:34:36,64.0,56.0,61.0,60,94.81,30,ep5
1788352481,20:34:41,65.0,56.0,61.0,59,94.57,30,ep5
1788352487,20:34:47,65.0,58.0,59.0,59,94.73,30,ep5
1788352492,20:34:52,64.0,56.0,61.0,59,95.21,30,ep5
1788352497,20:34:57,64.0,56.0,61.0,59,94.95,31,ep5
1788352502,20:35:02,71.0,56.0,65.0,59,95.01,26,ep5
1788352507,20:35:07,62.0,56.0,58.0,59,95.03,31,ep5
1788352512,20:35:12,64.0,56.0,58.0,59,95.03,25,ep5
1788352517,20:35:17,64.0,59.0,58.0,59,96.67,25,ep5
1788352522,20:35:22,62.0,58.0,59.0,60,96.52,27,ep5
1788352527,20:35:27,65.0,55.0,57.0,60,94.22,25,ep5
1788352532,20:35:32,62.0,58.0,58.0,59,94.18,34,ep5
1788352537,20:35:37,66.0,58.0,58.0,59,94.34,25,ep5
1788352543,20:35:43,68.0,55.0,58.0,59,94.04,33,ep5
1788352548,20:35:48,66.0,56.0,56.0,59,94.69,34,ep5
1788352553,20:35:53,68.0,61.0,57.0,59,94.72,33,ep5
1788352558,20:35:58,67.0,61.0,57.0,59,98.02,35,ep5
1788352563,20:36:03,68.0,58.0,58.0,59,95.87,29,ep5
1788352568,20:36:08,63.0,59.0,59.0,60,94.69,30,ep5
1788352573,20:36:13,64.0,59.0,61.0,60,95.71,32,ep5
1788352578,20:36:18,65.0,61.0,61.0,60,95.32,29,ep5
1788352583,20:36:23,65.0,60.0,61.0,59,94.71,30,ep5
1788352588,20:36:28,62.0,60.0,62.0,59,94.82,30,ep5
1788352593,20:36:33,64.0,59.0,61.0,59,94.84,29,ep5
1788352598,20:36:38,65.0,56.0,61.0,59,94.77,30,ep5
1788352603,20:36:43,64.0,60.0,61.0,59,94.74,31,ep5
1788352608,20:36:48,65.0,59.0,59.0,59,94.76,30,ep5
1788352613,20:36:53,63.0,56.0,58.0,59,95.04,30,ep5
1788352618,20:36:58,67.0,58.0,61.0,59,95.21,30,ep5
1788352623,20:37:03,65.0,59.0,61.0,59,95.35,30,ep5
1788352629,20:37:09,67.0,58.0,62.0,59,94.24,30,ep5
1788352634,20:37:14,64.0,59.0,57.0,60,95.19,30,ep5
1788352639,20:37:19,64.0,59.0,58.0,59,94.31,28,ep5
1788352644,20:37:24,65.0,59.0,61.0,59,95.33,30,ep5
1788352649,20:37:29,64.0,56.0,57.0,59,95.26,31,ep5
1788352654,20:37:34,62.0,56.0,57.0,59,94.50,27,ep5
1788352659,20:37:39,62.0,58.0,58.0,59,94.81,31,ep5
1788352664,20:37:44,64.0,55.0,59.0,59,95.04,28,ep5
1788352669,20:37:49,64.0,61.0,58.0,59,96.43,26,ep5
1788352674,20:37:54,62.0,59.0,59.0,59,96.60,33,ep5
1788352679,20:37:59,65.0,58.0,59.0,60,94.95,23,ep5
1788352684,20:38:04,69.0,60.0,59.0,59,94.21,33,ep5
1788352689,20:38:09,67.0,56.0,58.0,59,94.23,34,ep5
1788352694,20:38:14,68.0,58.0,58.0,59,94.23,33,ep5
1788352699,20:38:19,68.0,59.0,58.0,59,97.35,34,ep5
1788352704,20:38:24,67.0,59.0,59.0,60,93.88,30,ep5
1788352709,20:38:29,62.0,59.0,59.0,60,95.01,29,ep5
1788352714,20:38:34,63.0,60.0,61.0,60,97.71,35,ep5
1788352719,20:38:39,64.0,59.0,62.0,59,94.60,29,ep5
1788352725,20:38:45,65.0,60.0,62.0,59,93.49,30,ep5
1788352730,20:38:50,65.0,59.0,62.0,59,94.70,30,ep5
1788352735,20:38:55,64.0,58.0,59.0,59,93.59,30,ep5
1788352740,20:39:00,65.0,58.0,62.0,59,94.89,30,ep5
1788352745,20:39:05,64.0,58.0,61.0,59,94.57,30,ep5
1788352750,20:39:10,64.0,58.0,61.0,59,95.08,30,ep5
1788352755,20:39:15,64.0,55.0,57.0,59,94.71,30,ep5
1788352760,20:39:20,67.0,60.0,66.0,59,95.28,30,ep5
1788352765,20:39:25,64.0,60.0,61.0,59,94.76,30,ep5
1788352770,20:39:30,65.0,58.0,61.0,59,94.92,30,ep5
1788352775,20:39:35,64.0,59.0,61.0,59,95.01,30,ep5
1788352780,20:39:40,65.0,59.0,61.0,59,95.18,30,ep5
1788352785,20:39:45,64.0,59.0,61.0,59,94.92,30,ep5
1788352791,20:39:51,85.0,62.0,85.0,59,95.17,27,ep5
1788352796,20:39:56,68.0,59.0,61.0,59,97.64,29,ep5
1788352801,20:40:01,68.0,68.0,67.0,60,93.98,30,ep5
1788352806,20:40:06,64.0,59.0,62.0,60,95.44,29,ep5
1788352811,20:40:11,69.0,69.0,63.0,59,94.04,30,ep5
1788352816,20:40:16,82.0,56.0,59.0,59,95.25,30,ep5
1788352821,20:40:21,71.0,66.0,66.0,59,95.18,29,ep5
1788352826,20:40:26,65.0,56.0,61.0,59,95.07,30,ep5
1788352831,20:40:31,83.0,60.0,83.0,59,94.97,30,ep5
1788352836,20:40:36,64.0,58.0,59.0,59,95.12,30,ep5
1788352841,20:40:41,74.0,74.0,62.0,59,95.10,30,ep5
1788352846,20:40:46,67.0,61.0,62.0,59,95.10,30,ep5
1788352852,20:40:52,70.0,59.0,70.0,59,95.31,30,ep5
1788352857,20:40:57,64.0,60.0,59.0,59,95.24,31,ep5
1788352862,20:41:02,80.0,60.0,62.0,59,94.89,30,ep5
1788352867,20:41:07,67.0,60.0,61.0,59,95.28,32,ep5
1788352872,20:41:12,77.0,59.0,61.0,59,95.38,30,ep5
1788352877,20:41:17,65.0,58.0,61.0,60,95.97,23,ep5
1788352882,20:41:22,77.0,64.0,61.0,59,95.41,31,ep5
1788352887,20:41:27,64.0,60.0,61.0,59,93.93,17,ep5
1788352892,20:41:32,71.0,71.0,59.0,59,96.73,25,ep5
1788352897,20:41:37,66.0,58.0,59.0,60,95.16,26,ep5
1788352902,20:41:42,83.0,59.0,69.0,61,94.29,25,ep5
1788352907,20:41:47,66.0,58.0,61.0,60,95.38,33,ep5
1788352912,20:41:52,72.0,60.0,62.0,59,94.50,35,ep5
1788352917,20:41:57,66.0,58.0,61.0,59,94.46,28,ep5
1788352922,20:42:02,81.0,60.0,66.0,59,97.60,35,ep5
1788352927,20:42:07,71.0,59.0,61.0,59,94.95,34,ep5
1788352932,20:42:12,78.0,58.0,78.0,60,95.13,29,ep5
1788352937,20:42:17,65.0,55.0,58.0,60,97.43,35,ep5
1788352942,20:42:22,75.0,58.0,75.0,59,95.07,30,ep5
1788352948,20:42:28,64.0,58.0,61.0,59,95.34,30,ep5
1788352953,20:42:33,69.0,61.0,62.0,59,95.17,30,ep5
1788352958,20:42:38,64.0,58.0,61.0,59,95.30,30,ep5
1788352963,20:42:43,83.0,58.0,83.0,59,95.28,30,ep5
1788352968,20:42:48,65.0,58.0,59.0,59,95.20,30,ep5
1788352973,20:42:53,69.0,58.0,65.0,59,95.18,30,ep5
1788352978,20:42:58,64.0,60.0,61.0,60,95.24,30,ep5
1788352983,20:43:03,80.0,60.0,80.0,59,93.93,30,ep5
1788352988,20:43:08,65.0,58.0,61.0,59,95.44,31,ep5
1788352993,20:43:13,77.0,60.0,63.0,59,93.74,28,ep5
1788352998,20:43:18,65.0,61.0,61.0,60,94.79,31,ep5
1788353003,20:43:23,71.0,64.0,59.0,59,94.97,30,ep5
1788353008,20:43:28,66.0,58.0,61.0,60,96.33,25,ep5
1788353013,20:43:33,77.0,59.0,58.0,60,96.35,27,ep5
1788353018,20:43:38,68.0,59.0,58.0,60,94.91,34,ep5
1788353023,20:43:43,77.0,58.0,61.0,60,94.17,25,ep5
1788353028,20:43:48,70.0,60.0,61.0,59,94.54,34,ep5
1788353033,20:43:53,82.0,59.0,67.0,59,94.85,35,ep5
1788353038,20:43:58,70.0,59.0,59.0,59,94.47,34,ep5
1788353043,20:44:03,75.0,62.0,59.0,59,97.81,35,ep5
1788353048,20:44:08,62.0,62.0,61.0,60,97.48,29,ep5
1788353054,20:44:14,70.0,59.0,63.0,60,98.08,35,ep5
1788353059,20:44:19,64.0,60.0,59.0,59,95.53,29,ep5
1788353064,20:44:24,84.0,59.0,84.0,59,95.53,30,ep5
1788353069,20:44:29,64.0,59.0,58.0,59,94.23,30,ep5
1788353074,20:44:34,78.0,61.0,59.0,59,95.19,30,ep5
1788353079,20:44:39,65.0,60.0,61.0,59,95.04,30,ep5
1788353084,20:44:44,81.0,59.0,67.0,59,94.90,30,ep5
1788353089,20:44:49,65.0,59.0,63.0,59,93.73,30,ep5
1788353095,20:44:55,65.0,59.0,58.0,59,94.61,25,ep5
1788353100,20:45:00,71.0,58.0,62.0,59,93.91,34,ep5
1788353105,20:45:05,71.0,59.0,62.0,59,94.61,35,ep5
1788353110,20:45:10,71.0,59.0,65.0,59,94.54,30,ep5
1788353115,20:45:15,69.0,60.0,59.0,59,98.11,35,ep5
1788353120,20:45:20,70.0,60.0,62.0,60,97.60,29,ep5
1788353125,20:45:25,65.0,56.0,61.0,60,97.92,35,ep5
1788353130,20:45:30,67.0,60.0,62.0,60,95.17,29,ep5
1788353135,20:45:35,65.0,59.0,59.0,59,95.18,30,ep5
1788353140,20:45:40,65.0,59.0,61.0,59,95.14,30,ep5
1788353145,20:45:45,65.0,55.0,61.0,59,95.21,30,ep5
1788353150,20:45:50,65.0,59.0,59.0,59,95.14,30,ep5
1788353155,20:45:55,64.0,58.0,59.0,59,95.05,30,ep5
1788353160,20:46:00,65.0,58.0,59.0,59,95.21,30,ep5
1788353165,20:46:05,67.0,56.0,62.0,59,94.97,30,ep5
1788353170,20:46:10,64.0,58.0,61.0,59,95.02,30,ep5
1788353175,20:46:15,65.0,59.0,61.0,59,94.29,23,ep5
1788353181,20:46:21,65.0,60.0,62.0,60,95.00,30,ep5
1788353186,20:46:26,66.0,59.0,59.0,60,93.86,29,ep5
1788353191,20:46:31,64.0,58.0,61.0,60,94.89,27,ep5
1788353196,20:46:36,64.0,59.0,59.0,59,92.43,25,ep5
1788353201,20:46:41,64.0,59.0,61.0,60,96.96,27,ep5
1788353206,20:46:46,64.0,59.0,61.0,60,96.70,24,ep5
1788353211,20:46:51,68.0,59.0,65.0,60,94.63,33,ep5
1788353216,20:46:56,65.0,59.0,61.0,60,95.14,23,ep5
1788353221,20:47:01,68.0,58.0,63.0,59,94.52,33,ep5
1788353226,20:47:06,70.0,59.0,59.0,59,94.36,34,ep5
1788353231,20:47:11,69.0,59.0,62.0,59,94.29,33,ep5
1788353236,20:47:16,67.0,58.0,59.0,59,94.43,34,ep5
1788353241,20:47:21,71.0,60.0,62.0,59,93.36,31,ep5
1788353246,20:47:26,70.0,59.0,65.0,59,97.15,29,ep5
1788353251,20:47:31,68.0,59.0,61.0,59,96.80,29,ep5
1788353256,20:47:36,69.0,60.0,69.0,60,97.78,29,ep5
1788353261,20:47:41,65.0,60.0,65.0,60,93.66,30,ep5
1788353266,20:47:46,64.0,58.0,59.0,62,94.98,29,ep5
1788353272,20:47:52,65.0,60.0,59.0,59,93.93,30,ep5
1788353277,20:47:57,82.0,61.0,67.0,59,94.98,30,ep5
1788353282,20:48:02,67.0,58.0,59.0,59,94.96,30,ep5
1788353287,20:48:07,64.0,59.0,59.0,59,92.33,30,ep5
1788353292,20:48:12,67.0,60.0,59.0,59,94.90,30,ep5
1788353297,20:48:17,65.0,59.0,59.0,60,95.00,30,ep5
1788353302,20:48:22,64.0,60.0,59.0,59,94.92,30,ep5
1788353307,20:48:27,65.0,58.0,65.0,59,95.46,30,ep5
1788353312,20:48:32,64.0,56.0,59.0,59,95.40,30,ep5
1788353317,20:48:37,62.0,55.0,58.0,59,91.37,30,ep5
1788353322,20:48:42,64.0,59.0,58.0,60,95.26,30,ep5
1788353327,20:48:47,64.0,59.0,59.0,59,95.23,31,ep5
1788353332,20:48:52,64.0,59.0,63.0,59,95.12,30,ep5
1788353337,20:48:57,64.0,56.0,61.0,60,94.54,31,ep5
1788353342,20:49:02,64.0,59.0,61.0,59,94.60,28,ep5
1788353347,20:49:07,62.0,59.0,58.0,60,94.36,24,ep5
1788353352,20:49:12,64.0,62.0,61.0,60,96.69,28,ep5
1788353357,20:49:17,64.0,59.0,61.0,60,94.04,24,ep5
1788353363,20:49:23,71.0,60.0,61.0,59,93.69,33,ep5
1788353368,20:49:28,69.0,59.0,61.0,59,93.72,34,ep5
1788353373,20:49:33,70.0,60.0,61.0,59,94.64,33,ep5
1788353378,20:49:38,71.0,60.0,61.0,59,97.71,35,ep5
1788353383,20:49:43,68.0,65.0,61.0,60,97.71,30,ep5
1788353388,20:49:48,69.0,59.0,61.0,60,97.81,35,ep5
1788353393,20:49:53,66.0,59.0,66.0,61,95.19,30,ep5
1788353399,20:49:59,64.0,59.0,61.0,59,95.46,31,ep5
1788353404,20:50:04,64.0,59.0,58.0,60,95.12,28,ep5
1788353409,20:50:09,65.0,59.0,62.0,59,95.02,31,ep5
1788353414,20:50:14,65.0,60.0,61.0,60,96.57,28,ep5
1788353419,20:50:19,67.0,58.0,58.0,60,96.58,25,ep5
1788353424,20:50:24,64.0,60.0,62.0,59,94.21,34,ep5
1788353429,20:50:29,67.0,59.0,61.0,60,94.54,25,ep5
1788353434,20:50:34,73.0,60.0,58.0,59,94.57,33,ep5
1788353439,20:50:39,71.0,60.0,59.0,59,94.35,35,ep5
1788353444,20:50:44,71.0,60.0,59.0,59,95.66,29,ep5
1788353449,20:50:49,71.0,59.0,58.0,60,97.59,35,ep5
1788353454,20:50:54,64.0,58.0,61.0,60,94.97,30,ep5
1788353459,20:50:59,64.0,59.0,61.0,60,95.12,30,ep5
1788353464,20:51:04,64.0,59.0,61.0,60,94.98,30,ep5
1788353469,20:51:09,64.0,58.0,63.0,59,94.99,30,ep5
1788353474,20:51:14,63.0,58.0,59.0,59,94.75,30,ep5
1788353479,20:51:19,65.0,59.0,61.0,59,94.85,30,ep5
1788353484,20:51:24,64.0,60.0,62.0,59,94.84,30,ep5
1788353490,20:51:30,65.0,59.0,58.0,59,94.91,31,ep5
1788353495,20:51:35,64.0,62.0,59.0,59,95.04,30,ep5
1788353500,20:51:40,64.0,59.0,58.0,60,95.07,31,ep5
1788353505,20:51:45,64.0,59.0,58.0,60,95.37,30,ep5
1788353510,20:51:50,68.0,60.0,62.0,59,95.08,31,ep5
1788353515,20:51:55,64.0,59.0,58.0,59,95.13,30,ep5
1788353520,20:52:00,64.0,58.0,58.0,60,94.14,34,ep5
1788353525,20:52:05,64.0,58.0,61.0,60,95.34,31,ep5
1788353530,20:52:10,64.0,60.0,58.0,59,89.96,27,ep5
1788353535,20:52:15,65.0,59.0,58.0,60,96.78,25,ep5
1788353540,20:52:20,64.0,60.0,61.0,60,96.70,28,ep5
1788353545,20:52:25,66.0,60.0,61.0,60,96.18,25,ep5
1788353550,20:52:30,65.0,62.0,63.0,60,96.22,25,ep5
1788353555,20:52:35,66.0,58.0,58.0,60,94.74,23,ep5
1788353560,20:52:40,64.0,62.0,62.0,60,96.08,25,ep5
1788353565,20:52:45,64.0,59.0,59.0,59,93.92,34,ep5
1788353570,20:52:50,69.0,57.0,58.0,59,94.23,35,ep5
1788353575,20:52:55,69.0,59.0,61.0,59,94.42,34,ep5
1788353580,20:53:00,68.0,59.0,59.0,59,94.35,35,ep5
1788353586,20:53:06,65.0,59.0,61.0,60,95.26,29,ep5
1788353591,20:53:11,64.0,58.0,61.0,60,98.02,35,ep5
1788353596,20:53:16,65.0,60.0,61.0,59,95.21,29,ep5
1788353601,20:53:21,64.0,60.0,61.0,59,95.03,30,ep5
1788353606,20:53:26,65.0,60.0,59.0,59,94.94,30,ep5
1788353611,20:53:31,67.0,61.0,59.0,59,94.90,30,ep5
1788353616,20:53:36,65.0,60.0,62.0,59,93.68,30,ep5
1788353621,20:53:41,65.0,61.0,61.0,59,94.90,30,ep5
1788353626,20:53:46,64.0,60.0,61.0,59,93.53,30,ep5
1788353631,20:53:51,65.0,61.0,62.0,59,95.04,30,ep5
1788353636,20:53:56,65.0,62.0,61.0,59,95.25,30,ep5
1788353641,20:54:01,62.0,60.0,59.0,59,95.30,31,ep5
1788353646,20:54:06,64.0,59.0,59.0,59,94.80,30,ep5
1788353651,20:54:11,64.0,61.0,62.0,59,94.52,33,ep5
1788353656,20:54:16,65.0,61.0,62.0,59,95.04,31,ep5
1788353661,20:54:21,67.0,67.0,63.0,59,94.86,24,ep5
1788353666,20:54:26,81.0,60.0,61.0,60,94.52,31,ep5
1788353671,20:54:31,64.0,61.0,62.0,60,95.53,23,ep5
1788353676,20:54:36,64.0,60.0,59.0,60,96.63,25,ep5
1788353682,20:54:42,65.0,60.0,61.0,60,96.25,26,ep5
1788353687,20:54:47,65.0,60.0,61.0,60,94.28,25,ep5
1788353692,20:54:52,71.0,60.0,61.0,59,94.25,34,ep5
1788353697,20:54:57,72.0,60.0,61.0,59,94.50,35,ep5
1788353702,20:55:02,66.0,60.0,66.0,59,95.15,30,ep5
1788353707,20:55:07,66.0,60.0,66.0,59,95.07,30,ep5
1788353712,20:55:12,62.0,61.0,59.0,60,93.75,30,ep5
1788353718,20:55:18,65.0,60.0,62.0,60,94.81,31,ep5
1788353723,20:55:23,73.0,58.0,59.0,59,94.90,30,ep5
1788353728,20:55:28,63.0,59.0,63.0,60,94.64,31,ep5
1788353733,20:55:33,65.0,61.0,58.0,59,93.75,23,ep5
1788353738,20:55:38,64.0,56.0,58.0,60,96.10,24,ep5
1788353743,20:55:43,64.0,56.0,58.0,60,94.77,30,ep5
1788353748,20:55:48,64.0,60.0,61.0,60,94.92,24,ep5
1788353753,20:55:53,64.0,58.0,59.0,60,93.21,18,ep5
1788353758,20:55:58,64.0,60.0,61.0,60,94.10,34,ep5
1788353763,20:56:03,65.0,65.0,61.0,59,94.01,21,ep5
1788353768,20:56:08,68.0,58.0,61.0,59,95.77,34,ep5
1788353773,20:56:13,72.0,58.0,59.0,59,94.29,35,ep5
1788353778,20:56:18,70.0,61.0,62.0,59,94.18,34,ep5
1788353783,20:56:23,68.0,59.0,61.0,60,97.44,35,ep5
1788353788,20:56:28,64.0,60.0,61.0,60,94.29,30,ep5
1788353793,20:56:33,62.0,55.0,59.0,60,97.28,35,ep5
1788353798,20:56:38,64.0,59.0,63.0,59,94.57,30,ep5
1788353803,20:56:43,65.0,59.0,61.0,60,94.23,30,ep5
1788353808,20:56:48,64.0,59.0,62.0,59,94.66,30,ep5
1788353814,20:56:54,64.0,59.0,63.0,59,94.69,30,ep5
1788353819,20:56:59,65.0,58.0,65.0,59,94.61,30,ep5
1788353824,20:57:04,65.0,58.0,62.0,59,94.66,30,ep5
1788353829,20:57:09,64.0,56.0,61.0,59,94.59,31,ep5
1788353834,20:57:14,64.0,58.0,59.0,59,94.79,30,ep5
1788353839,20:57:19,64.0,58.0,62.0,59,94.64,30,ep5
1788353844,20:57:24,65.0,65.0,61.0,59,94.79,30,ep5
1788353849,20:57:29,64.0,61.0,61.0,60,94.69,34,ep5
1788353854,20:57:34,64.0,58.0,62.0,59,94.86,30,ep5
1788353859,20:57:39,64.0,58.0,59.0,59,94.99,30,ep5
1788353864,20:57:44,65.0,58.0,61.0,59,94.97,30,ep5
1788353869,20:57:49,63.0,56.0,63.0,59,95.17,28,ep5
1788353874,20:57:54,62.0,59.0,58.0,60,94.61,31,ep5
1788353879,20:57:59,64.0,59.0,59.0,59,94.88,28,ep5
1788353884,20:58:04,64.0,62.0,58.0,60,94.89,17,ep5
